plaqueId	category	key	value
balls-bridge	details	text	Ball’s Bridge was erected in 1885 to connect Goderich, the county seat, with outlying areas to the east. The structure is an excellent – and now rare – example of a two-span Pratt design through truss, pin-connected wrought iron bridge. Its construction shows attention to detail through the ‘v-lacing’ located at various points on the bridge. Built during the horse-and-carriage age, it continued to serve as a major crossing point on the Maitland River until 1989, when the bridge was deemed unable to support the weight of modern vehicles. In 2006, it was closed to all traffic and faced a bleak future. Due to the dedicated efforts of the Friends of Ball’s Bridge, it was fully restored and upgraded, and reopened to light traffic in 2007.
balls-bridge	location	region	Southwestern Ontario
balls-bridge	location	county	County of Huron
balls-bridge	location	municipality	Municipality of Central Huron
balls-bridge	location	address	On Little Lakes Road, near the intersection of Base Line, about 13 km (8 miles) east of Goderich.
balls-bridge	themes	theme	Buildings and structures
balls-bridge	themes	theme	Transportation systems and communications
balls-grist-mill	details	title	Ball's Grist-Mill
balls-grist-mill	details	text	Powered by the current of Twelve Mile Creek, the Ball brothers' four-storey mill, which had been built by about 1809, was the only grist-mill in the area for many years. By the 1840s, a small industrial complex had developed around the mill that remained in operation until 1910.
balls-grist-mill	location	region	Niagara Falls and Region
balls-grist-mill	location	county	Regional Municipality of Niagara
balls-grist-mill	location	municipality	Town of Lincoln
balls-grist-mill	location	address	At the mill in Ball's Falls Conservation Area, Regional Road 24, just south of Vineland
balls-grist-mill	themes	theme	Buildings and structures
balls-grist-mill	themes	theme	Industry and trade
barberton	details	title	Barberton
barberton	details	text	After purchasing a small mill on the banks of the Credit River in 1844, William and Robert Barber built the Toronto Woollen Mills into one of the largest textile producers in Canada West. A company town know as Barberton grew up around the mill. The mill, one of the Barber brothers' homes, and workers' cottages can still be seen nearby.
barberton	location	region	Greater Toronto Area
barberton	location	county	Regional Municipality of Peel
barberton	location	municipality	City of Mississauga
barberton	location	address	In Barberton Park, Barbertown Road, east off Mississauga Road north of Eglinton Avenue, Mississauga
barberton	themes	theme	Communities
barberton	themes	theme	Industry and trade
barnum-house	details	title	Barnum House
barnum-house	details	text	An excellent example of Neoclassical domestic architecture, Barnum House was constructed about 1819 by Eliakim Barnum. In the first historic house restoration in the province, the structure was refurbished by the Architectural Conservancy of Ontario in 1940. It is now owned by the Ontario Heritage Trust.
barnum-house	location	region	Central Ontario
barnum-house	location	county	County of Northumberland
barnum-house	location	municipality	Township of Alnwick Haldimand
barnum-house	location	address	On the grounds of the house, County Road 2, at the western approach to Grafton
barnum-house	themes	theme	Buildings and structures
bath-academy-1811	details	title	Bath Academy 1811, The
bath-academy-1811	details	text	Founded in 1811 by means of local subscriptions, the Bath Academy operated briefly as a public school before being requisitioned as a military barracks during the War of 1812. It later reopened and by offering an extensive curriculum gained an excellent reputation for scholarship.
bath-academy-1811	location	region	Eastern Ontario
bath-academy-1811	location	county	County of Lennox and Addington
bath-academy-1811	location	municipality	Township of Loyalist
bath-academy-1811	location	address	On the grounds of the municipal office, 352 Academy Street, Bath
bath-academy-1811	themes	theme	Buildings and structures
bath-academy-1811	themes	theme	Education
bath-academy-1811	themes	theme	War and conflict
battle-of-malcolms-mills-1814	details	title	Battle of Malcolm's Mills 1814, The
battle-of-malcolms-mills-1814	details	text	During the War of 1812, settlements in the southwestern portion of Upper Canada were subjected to a series of devastating raids by invading American troops in an attempt to destroy support lines to the British and Canadian forces at Niagara. Malcolm's Mills was raided on November 6, 1814.
battle-of-malcolms-mills-1814	location	region	Southwestern Ontario
battle-of-malcolms-mills-1814	location	county	County of Brant (District)
battle-of-malcolms-mills-1814	location	municipality	County of Brant
battle-of-malcolms-mills-1814	location	address	In Oakland Cemetery, Oakland Street or County Road 4, Oakland
battle-of-malcolms-mills-1814	themes	theme	War and conflict
battle-of-moraviantown-1813-battle-of-thames	details	title	Battle of Moraviantown, 1813 (Battle of the Thames)
battle-of-moraviantown-1813-battle-of-thames	details	text	In September 1813, during the second year of the War of 1812, the United States won control of Lake Erie, cutting British supply lines with the east and forcing the British to withdraw from the Detroit River region. Then, on October 5, 1813, 3,000 Americans, including their Aboriginal allies, defeated 950 British, Canadians, and Natives at this site. Among those killed was the famous Shawnee leader, Tecumseh, who had worked to unite the First Nations in neighbouring American territory to resist settler expansion into their homelands and unwanted influence in their lives. The battle placed a small part of Upper Canada under enemy occupation until 1815, when the War of 1812 ended and it returned to British control. Tecumseh's dream, however, largely died with him, as the war only delayed American expansion into Indigenous territory in Ohio, Michigan, Indiana, and Illinois.
battle-of-moraviantown-1813-battle-of-thames	location	region	Southwestern Ontario
battle-of-moraviantown-1813-battle-of-thames	location	county	Municipality of Chatham-Kent (District)
battle-of-moraviantown-1813-battle-of-thames	location	municipality	Municipality of Chatham-Kent
battle-of-moraviantown-1813-battle-of-thames	location	address	At the original Battle of the Thames Site (Tecumseh Monument location), 14376 Longwoods Road (County Road 21), Thamesville.
battle-of-moraviantown-1813-battle-of-thames	themes	theme	First Nations
battle-of-moraviantown-1813-battle-of-thames	themes	theme	War and conflict
battle-of-pelee-island-1838	details	title	Battle of Pelee Island 1838, The
battle-of-pelee-island-1838	details	text	On March 3, 1838, a combined force of infantry, militia and native warriors crossed the ice and successfully routed some 300 American supporters of Mackenzie's rebellion from Pelee Island.
battle-of-pelee-island-1838	location	region	Southwestern Ontario
battle-of-pelee-island-1838	location	county	County of Essex
battle-of-pelee-island-1838	location	municipality	Pelee Island
battle-of-pelee-island-1838	location	address	At Pelee Island Public School, North Shore and Victoria Roads, Scudder, Pelee Island
battle-of-pelee-island-1838	themes	theme	Politics and law
battle-of-pelee-island-1838	themes	theme	War and conflict
battle-of-ridgeway	details	title	Battle of Ridgeway
battle-of-ridgeway	details	text	On June 1, 1866 Irish-American revolutionaries called Fenians invaded Canada as part of an attempt to strike at Britain and support the creation of an independent Irish republic. The next morning Canadian militiamen from the Queen's Own Rifles, the 13th Battalion and the York and Caledonia rifle companies, under the command of Lieutenant Colonel Alfred Booker, arrived here by train before marching on to battle the Fenian invaders. Contradictory orders and confusion on the battlefield coincided with a Fenian counter-attack to cause the Canadians to withdraw. The Fenians retired to Fort Erie and returned to Buffalo that night. The Battle of Ridgeway shocked the country, spurring improvements to Canada's defences and helping to bolster the Confederation movement.
battle-of-ridgeway	location	region	Niagara Falls and Region
battle-of-ridgeway	location	county	Regional Municipality of Niagara
battle-of-ridgeway	location	municipality	Town of Fort Erie
battle-of-ridgeway	location	address	At the junction of the Friendship Trail and Ridge Road North in Ridgeway.
battle-of-ridgeway	themes	theme	War and conflict
battle-of-stoney-creek-1813	details	title	Battle of Stoney Creek 1813, The
battle-of-stoney-creek-1813	details	text	In the early hours of June 6, 1813, some 700 British regulars launched a surprise attack on a large force of American troops at Stoney Creek. The successful rout was one of the decisive battles of the War of 1812.
battle-of-stoney-creek-1813	location	region	Southwestern Ontario
battle-of-stoney-creek-1813	location	county	City of Hamilton (District)
battle-of-stoney-creek-1813	location	municipality	City of Hamilton
battle-of-stoney-creek-1813	location	address	In Battlefield Park, King Street and Highway 20, Stoney Creek
battle-of-stoney-creek-1813	themes	theme	War and conflict
battle-of-windsor-1838	details	title	Battle of Windsor 1838, The
battle-of-windsor-1838	details	text	American supporters of Mackenzie's rebellion took possession of Windsor on December 4, 1838, but were soundly defeated by the local militia under Colonel John Prince. However, when Prince executed four of the prisoners, tensions increased between the two countries.
